id,name,description,projectId,parentId,estimatedHours,isActive,createdAt,updatedAt,recurrence,evaluatedBy,evaluationNotes,evaluatedAt,createdBy,dueDate,isShared,reminderDate,reminderTime,soundEnabled,completedAt,priority,status,hrTimesheetId,complexity,trainingLevel,masteryLevel,understandingLevel,activityType,activityName,periodicity
B37eLGE_SaHFzIX__OCVv,Rapport mensuel,Rapport mensuel d'activité RH : Compilation des données du rapport de novembre,,,2,true,2025-12-01 13:26:23.212,2025-12-01 13:26:23.212,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-23 23:00:00,false,,,false,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
bC2LGt5ZsfZsuWpDFqN-e,Indicateurs de performance,liste de présence du 11 novembre 2025,,,0.5,true,2025-11-14 17:29:11.023,2025-11-14 17:29:11.023,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-10 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
BD0vwb4YIMOnNqx5OcGUr,Formation interne Odillon,Formations internes organisées par Odillon :Sur la stratégie du Capital Humain 2026,,,1.5,true,2025-11-21 10:13:47.707,2025-11-21 10:13:47.707,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-19 23:00:00,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
BdxfLvptbhkGyv8enaLfZ,AUTRES - Administration,Autres activités administratives: Séance de travail sur le nouveau format de rapport d'activités,,,2,true,2025-11-21 10:04:15.158,2025-11-21 10:04:15.158,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-11-19 23:00:00,false,,,false,,MEDIUM,DONE,plh5ymzYvXy_i7vrRmnKH,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
bEgTkA7BQqVb74IichlRX,AUTRES - Projets & Audits,"Analyse Grille salariale CAISTAB 
",,,2.5,true,2025-11-25 10:42:24.074,2025-11-25 10:42:24.074,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-23 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,AUTRES - Projets & Audits,DAILY
bGxh6n6eLsVUsOmjfVNCp,AUTRES - Administration,Autres activités administratives,,,4,true,2025-11-17 10:55:16.204,2025-11-17 10:55:16.204,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-20 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,OPERATIONAL,AUTRES - Administration,WEEKLY
byC6mHxiYQWBQ7xc2zfml,Suivi du plan de congé,Suivi et contrôle du plan de congé,,,8,true,2025-11-13 13:12:45.34,2025-11-13 13:12:45.34,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-06 23:00:00,false,,,true,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,OPERATIONAL,Suivi du plan de congé,MONTHLY
C2Y1DetoieFh4prPHbl_i,Analyse CV des candidats,"Analyse et sélection de 1 CV ",,,1,true,2025-11-17 11:06:42.622,2025-11-17 11:06:42.622,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-04 23:00:00,false,,,true,,MEDIUM,DONE,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,OPERATIONAL,Analyse CV des candidats,PUNCTUAL
C6pOV5Imi9R5HMvNgiwkM,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting : Contrôle sur les pièces à fournir pour les cartes de travail,,,1,true,2025-12-17 10:41:48.891,2025-12-17 10:41:48.891,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-15 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
cczVc3KHDX8CPFoaVQned,Recrutement externe SEEG,RECRUTELMENT DES CADRES DIRIGEANTS DE LA SEEG,,,30,true,2025-11-05 15:17:03.408,2025-11-08 14:45:40.279,,,,,iV8MaMrFXuMT04aqkjJYXzvupR9n47Qq,2025-11-06 23:00:00,false,,,true,2025-11-08 14:45:40.279,HIGH,DONE,,MOYEN,,,,,,
cfWtsncr0kMUAtaUx8gzZ,AUTRES - Administration,"Saisie des données de la grille salariale CAISTAB ",,,7,true,2025-11-21 13:33:48.04,2025-11-21 13:33:48.04,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-19 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,VPfxEMuzv9rvRvQGKEzlz,MOYEN,,,,OPERATIONAL,AUTRES - Administration,WEEKLY
cHHROL_HkK4C9kIul2dz3,AUTRES - Contrôle et Reporting,"Autres activités de contrôle et reporting : Mise à jour du fichier des stagiaires CDC ",,,1.5,true,2025-11-19 14:56:19.341,2025-11-19 14:56:19.341,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-19 14:51:42.726,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,MONTHLY
CIxZRoPHH_QBGdy6I-L-M,Rédaction des fiches de poste,Rédaction et mise à jour des fiches de poste : fiche de poste Agent de liaison DGA,,,0.5,true,2025-12-01 14:42:59.639,2025-12-01 14:42:59.639,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-24 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,WEEKLY_MONTHLY
cK3ceGsGz862OExRME7DO,Courrier / Correspondances,Rédaction d'un mail à l'intention de Dereck,,,0.5,true,2025-11-17 10:31:44.028,2025-11-17 10:31:44.028,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-11 23:00:00,false,,,true,,MEDIUM,DONE,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,OPERATIONAL,Courrier / Correspondances,PUNCTUAL
CQPChMRPUxbTmVnBfTeLR,Reporting divers,Rapport mensuel du mois d'Octobre 2025,,,8,true,2025-11-12 16:06:17.611,2025-11-12 16:06:17.611,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-10 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,wHBwb-wwh-yWwEhU7nwQG,MOYEN,,,,REPORTING,Reporting divers,MONTHLY
cr0NMtJjnYUF8IgxvjosF,Variables de la paie,"Suivi et contrôle des variables de paie : Revue de la variable de Janvier à Novembre ",,,1.5,true,2025-12-19 09:32:57.04,2025-12-19 09:32:57.04,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-16 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Variables de la paie,MONTHLY
CWuAk8ZI24RxZLB8lwXe4,Rédaction des fiches de poste,mise à jour des fiches de poste,,,8,true,2025-12-19 08:53:44.241,2025-12-19 08:53:44.242,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-17 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,p63hpGeKJSTJIA8LM7GbM,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
D2ppA6BmKXZaPZedC3MLl,AUTRES - Développement/Learning,Autres activités de développement et formation : Moday Motivation,,,1,true,2025-11-18 17:59:47.92,2025-11-18 17:59:47.92,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-16 23:00:00,false,,,true,,MEDIUM,DONE,et0Iqvfq1iKkM2gUdIOT4,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,WEEKLY
dAuS-lP_dIUZp5n-JvhyN,Activité tierce,"Activité ne rentrant dans aucune catégorie prédéfinie : 
Courses à Mbolo
Encaissement de cheque pour la paie",,,2,true,2025-11-21 17:58:06.112,2025-11-21 17:58:06.112,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-03 23:00:00,false,,,true,,MEDIUM,DONE,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,OPERATIONAL,Activité tierce,PUNCTUAL
DmdNP9PI5whP0FbD6B5Ez,Projet - Odillon,Projets internes Odillon : REFACTORISATION de la page paramètres,,,5,true,2025-11-28 09:48:16.914,2025-11-28 09:48:16.914,,,,,pYcGKxZ2bm6CMreDd4PaXfGdyImop3w3,2025-11-20 23:00:00,false,,,false,,MEDIUM,DONE,-90HwbzlF3pt8Pbl08ACg,MOYEN,,,,OPERATIONAL,Projet - Odillon,PUNCTUAL
DTLEHVWy-y0TXRjFEBT3B,Formation,Formation sur la Gestion du Temps,,,6,true,2025-11-10 16:04:48.933,2025-11-10 16:04:48.933,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-05 23:00:00,false,,,false,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,OPERATIONAL,Formation,PUNCTUAL
dZbR5VaOXBWqNKVmH0AMx,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting : analyse adéquation profil poste,,,1,true,2025-12-01 15:20:34.095,2025-12-01 15:20:34.095,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-25 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
e50x1CvVU0sKc9KG2dItC,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Présence au poste des agents ODILLON,,,0.5,true,2025-12-23 13:07:11.776,2025-12-23 13:07:11.776,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-11 23:00:00,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
E552kcEKJUAkFJg2IOTa2,Entretiens de recrutement,"Remplissage de la grille des résultats d’entretiens des candidats à la SEEG ",,,7,true,2025-11-17 11:11:23.201,2025-11-17 11:11:23.201,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-05 23:00:00,false,,,true,,MEDIUM,DONE,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,OPERATIONAL,Entretiens de recrutement,PUNCTUAL
E9zRT9ZIXO6yfhERhhQ7K,Rapport mensuel,"Rapport mensuel d'activité de novembre 
",,,2,true,2025-11-25 10:45:37.651,2025-11-25 10:45:37.651,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-25 10:44:21.567,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
EAFyRlPtgNHJXf4UoGbkL,Entretiens de recrutement,"Remplissage de la grille d'entretiens divisionnaires ",,,8,true,2025-11-17 13:02:36.594,2025-11-17 13:02:36.594,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-20 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,VPfxEMuzv9rvRvQGKEzlz,MOYEN,,,,OPERATIONAL,Entretiens de recrutement,PUNCTUAL
eIj5U6wkgeTAj4mzDsvT1,Projet - Odillon,TEST DE FONCTIONNALITÉ DE VALIDATION,,,2,true,2025-11-20 12:56:18.248,2025-11-20 12:56:18.248,,,,,uzoM3ZYUxlAdTcZz22TEBpxna0cSpHec,2025-11-20 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,,MOYEN,,,,OPERATIONAL,Projet - Odillon,PUNCTUAL
f0JZXeh0F4_QId3QOux_-,Formation interne Odillon,"Fin de la formation sur la Gestion du Temps et contrôle fait par Madame Eliane ",,,2,true,2025-11-14 16:51:03.573,2025-11-14 16:51:03.573,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-05 23:00:00,false,,,true,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,OPERATIONAL,Formation interne Odillon,PUNCTUAL
F0u-DKkiMuYL1L55a5uZo,Formation interne Odillon,Formations internes organisées par Odillon/Lecture du code du travail,,,1,true,2025-12-15 15:30:58.788,2025-12-15 15:30:58.788,,,,,5CUbS4Ww95utj7iNfbi5WHq8gRcFt1U3,2025-12-15 15:29:09.887,false,,,true,,MEDIUM,DONE,9IvRkKN2Z8nko6ZKhAe0q,MOYEN,,,,OPERATIONAL,Formation interne Odillon,DAILY
F22HqqYuJ3a3-uZcR4rOL,Suivi du plan de congé,"Suivi et contrôle du plan de congé : suivi des plans de congé allant de septembre à novembre ",,,1.5,true,2025-12-19 09:39:07.215,2025-12-19 09:39:07.215,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-19 09:36:08.551,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Suivi du plan de congé,MONTHLY
FBakwDihmDjO6FPXXBv_e,AUTRES - Administration,"Autres activités administratives : planning hebdomadaire du 8 au 12 décembre ",,,1,true,2025-12-09 18:46:58.344,2025-12-09 18:46:58.344,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-12-09 18:44:07.381,false,,,true,,MEDIUM,DONE,6lupVCzdVOKuMf6sP4BmU,MOYEN,,,,OPERATIONAL,AUTRES - Administration,WEEKLY
fBpRBXLGSmM-UcFx71Slr,Analyse CV des candidats,"Analyse de 3 CV et remplissage du formulaire d’analyse de CV ",,,2.5,true,2025-11-17 11:02:31.99,2025-11-17 11:02:31.99,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-03 23:00:00,false,,,true,,MEDIUM,DONE,xBAwVsFoqNocD6ffJlt95,MOYEN,,,,OPERATIONAL,Analyse CV des candidats,PUNCTUAL
FCOPZkEmA75QunDAhHUVy,AUTRES - Contrôle et Reporting,"Rapport d'analyse de la grille ",,,3,true,2025-11-18 13:18:39.142,2025-11-18 13:18:39.142,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-18 13:16:26.985,false,,,true,,MEDIUM,IN_PROGRESS,VPfxEMuzv9rvRvQGKEzlz,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,WEEKLY
fPBy_a4i-XaEEX1qeZ3ea,Formation,"Formation sur la feuille de temps. ",,,0.5,true,2025-11-10 08:41:32.96,2025-11-10 08:41:32.96,,,,,iV8MaMrFXuMT04aqkjJYXzvupR9n47Qq,2025-11-09 23:00:00,false,,,false,,MEDIUM,DONE,JwGH7d18lVnNxpntYKs7Z,MOYEN,,,,OPERATIONAL,Formation,PUNCTUAL
frz6Piq_UOkACxDLli84H,AUTRES - Administration,Autres activités administratives: contrats d'objectifs des directeurs SEEG,,,3,true,2025-12-09 15:33:09.158,2025-12-09 15:33:09.158,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-07 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,S0BsD2Y0Ydqcbn8lcY7_P,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
fxe8TsgQ_2bA5dJ5ZNqrm,AUTRES - Administration,"Autres activités administratives : Mise en forme du fichier de la revue et transmission du point de la revue à Carmine par mois
Dépôt des dossiers des stagiaires à Rénovation 
Signature des documents auprès de Madame à la SEEG",,,5,true,2025-11-14 16:57:21.346,2025-11-14 16:57:21.346,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-05 23:00:00,false,,,true,,MEDIUM,DONE,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
G03_9vC5wQBr4I8-wD_Mj,Rapport mensuel,Rapport mensuel d'activité RH : Ebauche du rapport mensuel du mois de novembre,,,2.5,true,2025-11-21 15:57:00.434,2025-11-21 15:57:00.434,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-21 15:52:04.022,false,,,true,,MEDIUM,IN_PROGRESS,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
gBqtguuaeRXHedEVpePud,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Enregistrement des présences des agents de la CDC,,,1,true,2025-11-26 08:14:20.601,2025-11-26 08:14:20.601,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-23 23:00:00,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Indicateurs de performance,WEEKLY
gcrTJ-L1LK6sDh8uHP4K1,Rédaction des fiches d'objectifs,Rédaction des fiches d'objectifs / Rédaction de la fiche d'objection de l'Agent de liaison DGA,,,1,true,2025-12-01 14:44:39.801,2025-12-01 14:44:39.801,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-24 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,OPERATIONAL,Rédaction des fiches d'objectifs,WEEKLY_MONTHLY
GJ2cd3dP4q8HmQx5WH8fr,Rédaction des fiches de poste,"Rédaction et mise à jour des fiches de poste ",,,4,true,2025-12-19 08:38:50.689,2025-12-19 08:38:50.689,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-15 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,p63hpGeKJSTJIA8LM7GbM,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
gLs9Mneg7HizEgmD76ryE,Déplacement professionnel externe,Déplacement pour mission professionnelle hors de l'entreprise: Déplacement caistab pour récupération des documents,,,3,true,2025-12-02 14:38:47.65,2025-12-02 14:38:47.65,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-02 14:34:45.761,false,,,true,,MEDIUM,DONE,q-45gsy2zaVvh5S-4CljW,MOYEN,,,,OPERATIONAL,Déplacement professionnel externe,PUNCTUAL
gspdByHKwKdD9R1kR2kB9,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Présence au poste des agents ODILLON,,,0.5,true,2025-12-18 08:04:01.771,2025-12-18 08:04:01.771,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-16 23:00:00,false,,,true,,MEDIUM,DONE,cnP49I-MMHv0YbXOBH5KF,MOYEN,,,,REPORTING,Indicateurs de performance,WEEKLY
GuyPwCh9ECc_L93sTvsIT,Courrier / Correspondances,Gestion du courrier et des correspondances,,,2,true,2025-12-01 14:03:34.688,2025-12-01 14:03:34.688,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-01 14:02:46.385,false,,,true,,MEDIUM,IN_PROGRESS,q-45gsy2zaVvh5S-4CljW,MOYEN,,,,OPERATIONAL,Courrier / Correspondances,WEEKLY
h0v3-NYZFUqeDYOhV3G4t,AUTRES - Administration,Autres activités administratives : installation et  Rangement du bureau ODILLON à Kazzet (branchement des appareils par le service informatique et connexion des appareil),,,3,true,2025-11-14 15:11:31.637,2025-11-14 15:11:31.637,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-02 23:00:00,false,,,false,,MEDIUM,DONE,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
hagRVkWMK9tn7quTxvpeJ,Indicateurs de performance,"Calcul et analyse des indicateurs de performance : Initiation au DRAFT et application ",,,1.5,true,2025-11-28 07:46:46.86,2025-11-28 07:46:46.86,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-26 23:00:00,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Indicateurs de performance,WEEKLY
HD766wc6WMaLpgGNlmyWy,Rangement et Archivage,Archivage des documents de grille salariale de la caistab,,,8,true,2025-11-12 11:29:54.622,2025-11-12 11:29:54.622,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-12 11:12:32.147,false,,,true,,MEDIUM,DONE,EQAMxrtH8ZKV6d98iKlWs,MOYEN,,,,OPERATIONAL,Rangement et Archivage,PUNCTUAL
HFUKVTPtBVlMNJf9Ns1fC,AUTRES - Développement/Learning,Autres activités de développement et formation : Réunion ODILLON,,,1.5,true,2025-12-01 15:04:49.834,2025-12-01 15:04:49.834,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-26 23:00:00,false,,,true,,MEDIUM,DONE,IhvwGsOXDKksbHczStnBR,MOYEN,,,,OPERATIONAL,AUTRES - Développement/Learning,PUNCTUAL
HIMOKu9_e6T3iGoyWrUO2,Formation,"Formation sur la feuille de temps. ",,,0.5,true,2025-11-10 08:40:26.981,2025-11-10 08:40:26.981,,,,,iV8MaMrFXuMT04aqkjJYXzvupR9n47Qq,2025-11-09 23:00:00,false,,,false,,MEDIUM,DONE,JwGH7d18lVnNxpntYKs7Z,MOYEN,,,,OPERATIONAL,Formation,PUNCTUAL
Hk-7JMmlHiuyNeAzyFuHR,AUTRES - Contrôle et Reporting,Revue des dossiers des stagiaires de septembre et octobre / coaching sur la revue des dossiers à Nadia.,,,3,true,2025-11-14 15:27:57.607,2025-11-14 15:27:57.607,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-02 23:00:00,false,,,true,,MEDIUM,DONE,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,MONTHLY
hlmchKMSlBDv5WjvEPQ3H,AUTRES - Contrôle et Reporting,"Suivi des dépenses quotidiennes du cabinet ",,,2,true,2025-11-22 10:59:55.695,2025-11-22 10:59:55.695,,,,,5CUbS4Ww95utj7iNfbi5WHq8gRcFt1U3,2025-11-20 23:00:00,false,,,false,,MEDIUM,DONE,,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,DAILY
HO0GLTeNGMat26_S58l5f,Rédaction des fiches de poste,Rédaction et mise à jour des fiches de poste,,,5,true,2025-12-19 08:52:11.007,2025-12-19 08:52:11.007,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-12-16 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,p63hpGeKJSTJIA8LM7GbM,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
hOekEjBq9IWDH-1d2nx43,Rapport mensuel,"Rapport mensuel d'activité RH : analyse des congés (contrôle des justificatifs )
Renseignement du fichier de suivi du plan annuel des congés
Coaching à Nadia",,,3,true,2025-11-14 17:18:27.588,2025-11-14 17:18:27.588,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-06 23:00:00,false,,,true,,MEDIUM,IN_PROGRESS,zrpTJcysD55vU_AuXgGnH,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
hSl0Ha77RYa7ezOFzABVZ,AUTRES - Contrôle et Reporting,Autres activités de contrôle et reporting : Mise à jour de liste des stagiaire,,,0.5,true,2025-12-09 18:17:21.187,2025-12-09 18:17:21.187,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-12-09 18:14:29.368,false,,,true,,MEDIUM,DONE,LM_axwne3miKCQhQu9ArD,MOYEN,,,,REPORTING,AUTRES - Contrôle et Reporting,PUNCTUAL
Hwu9Bb0mYZW2mMxADQ4ME,AUTRES - Projets & Audits,"Grille salariale Caistab et rapport ",,,2.5,true,2025-11-28 08:29:32.45,2025-11-28 08:29:32.45,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-27 15:27:52.318,false,,,true,,MEDIUM,DONE,pYSVk9do5sGuEtQ4FjTlP,MOYEN,,,,OPERATIONAL,AUTRES - Projets & Audits,DAILY
hYJE3eo_4hTtzNiUafdCO,Courrier / Correspondances,Gestion du courrier et des correspondances,,,1,true,2025-12-01 14:02:10.289,2025-12-01 14:02:10.289,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-01 14:00:00.8,false,,,true,,MEDIUM,IN_PROGRESS,q-45gsy2zaVvh5S-4CljW,MOYEN,,,,OPERATIONAL,Courrier / Correspondances,WEEKLY
i1AbWBrzT6jHuZSY5MW7n,Activité tierce,"Activité ne rentrant dans aucune catégorie prédéfinie : 
Courses à prix import",,,1,true,2025-11-21 17:59:49.971,2025-11-21 17:59:49.971,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-19 23:00:00,false,,,true,,MEDIUM,DONE,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,OPERATIONAL,Activité tierce,PUNCTUAL
i9tR1om0I_b4GxHrvD5D0,Rapport mensuel,"Rapport mensuel d'activité RH : 
- Correction définitive du rapport du moi d'octobre & impression 
- Revue et mise en forme des fichiers mis en annexe selon les remarques
- Déplacement pour dépôt du rapport à Rénovation ",,,5,true,2025-11-18 17:59:35.868,2025-11-18 17:59:35.868,,,,,S1SfLojzX9ywijHIQd4Lqftiy72b4cOQ,2025-11-17 23:00:00,false,,,false,,MEDIUM,DONE,OL6h2_B4REFKlgq2rad0O,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
ild7KkB-taiCSoZAqdhNR,Rédaction des fiches de poste,Rédaction et mise à jour des fiches de poste,,,2,true,2025-12-02 14:43:06.457,2025-12-02 14:43:06.457,,,,,SbaqoYkhJiwSJ6kiC7UlgqsWXdNVGYWT,2025-12-02 14:42:11.311,false,,,true,,MEDIUM,IN_PROGRESS,q-45gsy2zaVvh5S-4CljW,MOYEN,,,,OPERATIONAL,Rédaction des fiches de poste,PUNCTUAL
iMhbxrw9qqQFWEWF24l3G,AUTRES - Administration,"Analyse de la procédure de paie de la CAISTAB ",,,2,true,2025-12-01 13:00:26.377,2025-12-01 13:00:26.377,,,,,zT54BfytlJODdWbmeKSVZnQsw2bdlYqX,2025-11-30 23:00:00,false,,,false,,MEDIUM,IN_PROGRESS,uEw2JOGCS48WADhQTjScf,MOYEN,,,,OPERATIONAL,AUTRES - Administration,PUNCTUAL
INLKA57pfJA0-VKxmq5_d,Indicateurs de performance,Calcul et analyse des indicateurs de performance : Liste de présence du jour ( 01 Décembre ),,,0.5,true,2025-12-01 12:29:25.479,2025-12-01 12:29:25.479,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-30 23:00:00,false,,,false,,MEDIUM,DONE,oDrI9F7IWYWwkuNfn5doh,MOYEN,,,,REPORTING,Indicateurs de performance,DAILY
iOfcMPzE7erpxSqdIGPPG,Formation,Formation sur Chronodil,,,8,true,2025-11-10 16:14:53.267,2025-11-10 16:14:53.267,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-05 23:00:00,false,,,true,,MEDIUM,DONE,AZYp5ertT0TJjycnRm5Mn,MOYEN,,,,OPERATIONAL,Formation,PUNCTUAL
iP3Q3cs4f_RaY6u9TBCt1,Rapport mensuel,Rapport mensuel d'activité RH : Finalisation de la première partie du rapport mensuel,,,2,true,2025-11-28 08:11:03.049,2025-11-28 08:11:03.049,,,,,GdwpHOgPdwWSgNnWSjHG5v0llqBVbKtg,2025-11-26 23:00:00,false,,,true,,MEDIUM,DONE,ZeeK_kDoDitp1vamkjtn7,MOYEN,,,,REPORTING,Rapport mensuel,MONTHLY
